time	Occupied
2011-02-01T17:23:57.384Z	0
2011-02-01T17:29:11.213Z	0
2011-02-01T17:34:21.639Z	0
2011-02-01T17:39:28.885Z	0
2011-02-01T17:44:32.310Z	0
2011-02-01T17:49:40.176Z	0
2011-02-01T17:54:37.221Z	0
2011-02-01T17:59:22.624Z	0
2011-02-01T18:04:26.587Z	0
2011-02-01T18:09:27.329Z	0
2011-02-01T18:14:16.899Z	0
2011-02-01T18:19:11.747Z	0
2011-02-01T18:24:06.619Z	0
2011-02-01T18:29:20.123Z	0
2011-02-01T18:34:11.154Z	0
2011-02-01T18:39:20.853Z	0
2011-02-01T18:44:07.292Z	0
2011-02-01T18:49:08.963Z	0
2011-02-01T18:53:54.480Z	0
2011-02-01T18:59:00.490Z	0
2011-02-01T19:04:11.341Z	0
2011-02-01T19:09:15.481Z	0
2011-02-01T19:14:12.466Z	0
2011-02-01T19:18:58.016Z	0
2011-02-01T19:23:45.387Z	0
2011-02-01T19:28:38.110Z	0
2011-02-01T19:33:35.691Z	0
2011-02-01T19:38:26.948Z	0
2011-02-01T19:43:14.239Z	0
2011-02-01T19:48:09.086Z	0
2011-02-01T19:53:23.507Z	0
2011-02-01T19:58:24.663Z	0
2011-02-01T20:03:32.392Z	0
2011-02-01T20:08:44.631Z	0
2011-02-01T20:13:33.303Z	0
2011-02-01T20:18:44.683Z	0
2011-02-01T20:23:52.920Z	0
2011-02-01T20:29:04.436Z	0
2011-02-01T20:34:17.524Z	0
2011-02-01T20:39:19.655Z	0
2011-02-01T20:44:10.390Z	0
2011-02-01T20:49:17.490Z	0
2011-02-01T20:54:15.950Z	0
2011-02-01T20:59:24.540Z	0
2011-02-01T21:04:30.573Z	0
2011-02-01T21:09:19.973Z	0
2011-02-01T21:14:20.845Z	0
2011-02-01T21:19:15.610Z	0
2011-02-01T21:24:19.563Z	0
2011-02-01T21:29:30.960Z	0
2011-02-01T21:34:29.233Z	0
2011-02-01T21:39:16.475Z	0
2011-02-01T21:44:09.803Z	0
2011-02-01T21:49:05.469Z	0
2011-02-01T21:54:09.868Z	0
2011-02-01T21:59:08.164Z	0
2011-02-01T22:03:54.460Z	0
2011-02-01T22:08:46.975Z	0
2011-02-01T22:14:01.498Z	0
2011-02-01T22:18:55.505Z	0
2011-02-01T22:24:05.798Z	0
2011-02-01T22:29:01.669Z	0
2011-02-01T22:33:53.422Z	0
2011-02-01T22:38:59.258Z	0
2011-02-01T22:44:03.027Z	0
2011-02-01T22:49:16.216Z	0
2011-02-01T22:54:15.636Z	0
2011-02-01T22:59:16.097Z	0
2011-02-01T23:04:12.083Z	0
2011-02-01T23:09:07.289Z	0
2011-02-01T23:13:55.020Z	0
2011-02-01T23:19:02.245Z	0
2011-02-01T23:23:57.788Z	0
2011-02-01T23:29:05.289Z	0
2011-02-01T23:33:56.045Z	0
2011-02-01T23:38:47.592Z	0
2011-02-01T23:44:00.973Z	0
2011-02-01T23:49:03.927Z	0
2011-02-01T23:54:10.439Z	0
2011-02-01T23:59:18.114Z	0
2011-02-02T00:04:21.460Z	0
2011-02-02T00:09:14.505Z	0
2011-02-02T00:14:15.118Z	0
2011-02-02T00:19:27.557Z	0
2011-02-02T00:24:36.527Z	0
2011-02-02T00:29:34.599Z	0
2011-02-02T00:34:31.472Z	0
2011-02-02T00:39:28.355Z	0
2011-02-02T00:44:17.132Z	0
2011-02-02T00:49:24.862Z	0
2011-02-02T00:54:12.984Z	0
2011-02-02T00:59:18.090Z	0
2011-02-02T01:04:13.323Z	0
2011-02-02T01:09:05.572Z	0
2011-02-02T01:14:11.209Z	0
2011-02-02T01:19:06.478Z	0
2011-02-02T01:24:00.414Z	0
2011-02-02T01:28:55.610Z	0
2011-02-02T01:34:08.188Z	0
2011-02-02T01:39:03.279Z	0
2011-02-02T01:43:57.141Z	0
2011-02-02T01:48:45.302Z	0
2011-02-02T01:53:33.115Z	0
2011-02-02T01:58:33.130Z	0
2011-02-02T02:03:28.239Z	0
2011-02-02T02:08:41.049Z	0
2011-02-02T02:13:37.472Z	0
2011-02-02T02:18:35.100Z	0
2011-02-02T02:23:27.737Z	0
2011-02-02T02:28:29.945Z	0
2011-02-02T02:33:33.952Z	0
2011-02-02T02:38:48.425Z	0
2011-02-02T02:43:33.582Z	0
2011-02-02T02:48:23.919Z	0
2011-02-02T02:53:25.815Z	0
2011-02-02T02:58:29.595Z	0
2011-02-02T03:03:32.411Z	0
2011-02-02T03:08:35.483Z	0
2011-02-02T03:13:32.809Z	0
2011-02-02T03:18:33.336Z	0
2011-02-02T03:23:40.619Z	0
2011-02-02T03:28:52.962Z	0
2011-02-02T03:34:07.734Z	0
2011-02-02T03:38:55.078Z	0
2011-02-02T03:43:46.768Z	0
2011-02-02T03:48:43.508Z	0
2011-02-02T03:53:39.329Z	0
2011-02-02T03:58:27.664Z	0
2011-02-02T04:03:16.498Z	0
2011-02-02T04:08:15.787Z	0
2011-02-02T04:13:29.043Z	0
2011-02-02T04:18:35.540Z	0
2011-02-02T04:23:39.091Z	0
2011-02-02T04:28:31.825Z	0
2011-02-02T04:33:30.626Z	0
2011-02-02T04:38:44.703Z	0
2011-02-02T04:43:32.399Z	0
2011-02-02T04:48:34.792Z	0
2011-02-02T04:53:39.620Z	0
2011-02-02T04:58:32.944Z	0
2011-02-02T05:03:21.169Z	0
2011-02-02T05:08:32.480Z	0
2011-02-02T05:13:42.063Z	0
2011-02-02T05:18:37.844Z	0
2011-02-02T05:23:29.528Z	0
2011-02-02T05:28:16.095Z	0
2011-02-02T05:33:17.513Z	0
2011-02-02T05:38:23.881Z	0
2011-02-02T05:43:23.191Z	0
2011-02-02T05:48:25.246Z	0
2011-02-02T05:53:10.462Z	0
2011-02-02T05:58:07.583Z	0
2011-02-02T06:03:04.448Z	0
2011-02-02T06:08:11.138Z	0
2011-02-02T06:13:10.202Z	0
2011-02-02T06:18:19.807Z	0
2011-02-02T06:23:17.608Z	0
2011-02-02T06:28:05.094Z	0
2011-02-02T06:32:53.246Z	0
2011-02-02T06:37:54.601Z	0
2011-02-02T06:42:58.029Z	0
2011-02-02T06:47:44.341Z	0
2011-02-02T06:52:56.551Z	0
2011-02-02T06:58:02.416Z	0
2011-02-02T07:02:49.622Z	0
2011-02-02T07:07:34.871Z	0
2011-02-02T07:12:31.722Z	0
2011-02-02T07:17:17.447Z	0
2011-02-02T07:22:31.202Z	0
2011-02-02T07:27:30.478Z	0
2011-02-02T07:32:35.383Z	0
2011-02-02T07:37:29.364Z	0
2011-02-02T07:42:42.812Z	0
2011-02-02T07:47:39.725Z	0
2011-02-02T07:52:32.185Z	0
2011-02-02T07:57:20.368Z	0
2011-02-02T08:02:30.283Z	0
2011-02-02T08:07:24.563Z	0
2011-02-02T08:12:12.526Z	0
2011-02-02T08:17:21.469Z	0
2011-02-02T08:22:07.747Z	0
2011-02-02T08:26:54.412Z	0
2011-02-02T08:31:55.924Z	0
2011-02-02T08:37:10.238Z	0
2011-02-02T08:42:17.616Z	0
2011-02-02T08:47:24.528Z	0
2011-02-02T08:52:17.777Z	0
2011-02-02T08:57:22.593Z	1
2011-02-02T09:02:15.088Z	1
2011-02-02T09:07:27.028Z	1
2011-02-02T09:12:19.046Z	0
2011-02-02T09:17:13.280Z	1
2011-02-02T09:22:14.563Z	0
2011-02-02T09:27:09.739Z	1
2011-02-02T09:32:04.623Z	0
2011-02-02T09:37:07.645Z	1
2011-02-02T09:42:10.338Z	0
2011-02-02T09:47:08.711Z	1
2011-02-02T09:52:22.242Z	1
2011-02-02T09:57:28.384Z	0
2011-02-02T10:02:21.955Z	1
2011-02-02T10:07:28.195Z	0
2011-02-02T10:12:42.107Z	0
2011-02-02T10:17:50.770Z	0
2011-02-02T10:22:58.803Z	0
2011-02-02T10:28:09.708Z	0
2011-02-02T10:33:24.060Z	1
2011-02-02T10:38:28.923Z	0
2011-02-02T10:43:15.277Z	0
2011-02-02T10:48:04.907Z	1
2011-02-02T10:53:15.697Z	1
2011-02-02T10:58:20.869Z	1
2011-02-02T11:03:20.594Z	1
2011-02-02T11:08:21.522Z	1
2011-02-02T11:13:30.755Z	0
2011-02-02T11:18:42.800Z	0
2011-02-02T11:23:54.197Z	1
2011-02-02T11:28:39.958Z	1
2011-02-02T11:33:39.978Z	1
2011-02-02T11:38:48.277Z	1
2011-02-02T11:43:57.078Z	1
2011-02-02T11:48:46.992Z	1
2011-02-02T11:53:40.300Z	1
2011-02-02T11:58:33.491Z	0
2011-02-02T12:03:41.148Z	1
2011-02-02T12:08:44.124Z	0
2011-02-02T12:13:48.773Z	0
2011-02-02T12:18:58.110Z	0
2011-02-02T12:23:46.490Z	0
2011-02-02T12:28:44.739Z	0
2011-02-02T12:33:39.710Z	0
2011-02-02T12:38:48.159Z	0
2011-02-02T12:43:52.033Z	1
2011-02-02T12:48:52.675Z	1
2011-02-02T12:53:57.288Z	0
2011-02-02T12:58:44.477Z	1
2011-02-02T13:03:59.389Z	0
2011-02-02T13:08:49.890Z	1
2011-02-02T13:13:35.983Z	1
2011-02-02T13:18:42.621Z	1
2011-02-02T13:23:35.176Z	1
2011-02-02T13:28:22.430Z	0
2011-02-02T13:33:31.810Z	1
2011-02-02T13:38:22.580Z	1
2011-02-02T13:43:22.850Z	1
2011-02-02T13:48:13.394Z	1
2011-02-02T13:52:58.563Z	0
2011-02-02T13:57:51.097Z	0
2011-02-02T14:03:05.420Z	1
2011-02-02T14:08:08.245Z	0
2011-02-02T14:13:00.457Z	0
2011-02-02T14:17:54.064Z	0
2011-02-02T14:22:52.786Z	1
2011-02-02T14:27:42.774Z	0
2011-02-02T14:32:50.741Z	1
2011-02-02T14:38:05.350Z	1
2011-02-02T14:43:19.467Z	1
2011-02-02T14:48:33.223Z	0
2011-02-02T14:53:47.384Z	0
2011-02-02T14:58:55.019Z	0
2011-02-02T15:03:48.446Z	0
2011-02-02T15:08:45.410Z	0
2011-02-02T15:13:56.116Z	1
2011-02-02T15:19:06.712Z	0
2011-02-02T15:24:14.739Z	1
2011-02-02T15:29:29.175Z	0
2011-02-02T15:34:41.943Z	0
2011-02-02T15:39:47.203Z	0
2011-02-02T15:44:36.598Z	0
2011-02-02T15:49:26.099Z	1
2011-02-02T15:54:38.233Z	0
2011-02-02T15:59:29.721Z	1
2011-02-02T16:04:33.000Z	1
2011-02-02T16:09:20.433Z	1
2011-02-02T16:14:10.540Z	0
2011-02-02T16:19:08.401Z	1
2011-02-02T16:24:03.651Z	1
2011-02-02T16:29:01.992Z	1
2011-02-02T16:33:47.831Z	1
2011-02-02T16:38:39.208Z	1
2011-02-02T16:43:47.469Z	1
2011-02-02T16:48:48.899Z	0
2011-02-02T16:54:00.693Z	1
2011-02-02T16:59:04.117Z	0
2011-02-02T17:04:05.600Z	0
2011-02-02T17:08:53.378Z	1
2011-02-02T17:13:50.211Z	0
2011-02-02T17:18:40.145Z	0
2011-02-02T17:23:45.583Z	0
2011-02-02T17:28:37.551Z	0
2011-02-02T17:33:38.715Z	0
2011-02-02T17:38:33.693Z	0
2011-02-02T17:43:42.672Z	0
2011-02-02T17:48:56.383Z	0
2011-02-02T17:53:55.555Z	0
2011-02-02T17:58:48.876Z	0
2011-02-02T18:03:45.694Z	0
2011-02-02T18:08:40.259Z	0
2011-02-02T18:13:33.096Z	0
2011-02-02T18:18:45.280Z	0
2011-02-02T18:23:32.137Z	0
2011-02-02T18:28:26.717Z	0
2011-02-02T18:33:37.796Z	0
2011-02-02T18:38:35.463Z	0
2011-02-02T18:43:44.820Z	0
2011-02-02T18:48:36.013Z	0
2011-02-02T18:53:47.411Z	0
2011-02-02T18:58:46.987Z	0
2011-02-02T19:03:33.197Z	0
2011-02-02T19:08:44.120Z	0
2011-02-02T19:13:55.771Z	0
2011-02-02T19:19:05.432Z	0
2011-02-02T19:24:11.773Z	0
2011-02-02T19:29:02.117Z	0
2011-02-02T19:33:52.311Z	0
2011-02-02T19:38:57.550Z	0
2011-02-02T19:44:03.153Z	0
2011-02-02T19:49:17.301Z	0
2011-02-02T19:54:13.410Z	0
2011-02-02T19:59:06.889Z	0
2011-02-02T20:04:03.986Z	0
2011-02-02T20:09:00.948Z	0
2011-02-02T20:14:12.252Z	0
2011-02-02T20:19:15.692Z	0
2011-02-02T20:24:01.116Z	0
2011-02-02T20:29:07.865Z	0
2011-02-02T20:34:14.134Z	0
2011-02-02T20:39:18.157Z	0
2011-02-02T20:44:22.847Z	0
2011-02-02T20:49:14.617Z	0
2011-02-02T20:54:15.701Z	0
2011-02-02T20:59:04.012Z	0
2011-02-02T21:04:08.273Z	0
2011-02-02T21:09:07.030Z	0
2011-02-02T21:13:58.201Z	0
2011-02-02T21:19:11.276Z	0
2011-02-02T21:24:19.271Z	0
2011-02-02T21:29:18.536Z	0
2011-02-02T21:34:05.853Z	0
2011-02-02T21:39:06.516Z	0
2011-02-02T21:44:10.711Z	0
2011-02-02T21:49:06.459Z	0
2011-02-02T21:54:18.206Z	0
2011-02-02T21:59:10.390Z	0
2011-02-02T22:04:23.769Z	0
2011-02-02T22:09:13.663Z	0
2011-02-02T22:14:26.394Z	0
2011-02-02T22:19:35.107Z	0
2011-02-02T22:24:26.543Z	0
2011-02-02T22:29:37.157Z	0
2011-02-02T22:34:39.281Z	0
2011-02-02T22:39:43.867Z	0
2011-02-02T22:44:55.485Z	0
2011-02-02T22:49:53.997Z	0
2011-02-02T22:54:47.197Z	0
2011-02-02T22:59:41.653Z	0
2011-02-02T23:04:44.722Z	0
2011-02-02T23:09:41.270Z	0
2011-02-02T23:14:42.289Z	0
2011-02-02T23:19:33.891Z	0
2011-02-02T23:24:27.190Z	0
2011-02-02T23:29:24.007Z	0
2011-02-02T23:34:18.046Z	0
2011-02-02T23:39:09.793Z	0
2011-02-02T23:44:03.228Z	0
2011-02-02T23:49:14.945Z	0
2011-02-02T23:54:20.288Z	0
2011-02-02T23:59:32.990Z	0
2011-02-03T00:04:21.088Z	0
2011-02-03T00:09:18.901Z	0
2011-02-03T00:14:20.635Z	0
2011-02-03T00:19:14.859Z	0
2011-02-03T00:24:02.827Z	0
2011-02-03T00:28:59.467Z	0
2011-02-03T00:34:07.202Z	0
2011-02-03T00:38:55.921Z	0
2011-02-03T00:43:50.916Z	0
2011-02-03T00:48:36.845Z	0
2011-02-03T00:53:48.204Z	0
2011-02-03T00:59:01.087Z	0
2011-02-03T01:03:51.172Z	0
2011-02-03T01:08:36.215Z	0
2011-02-03T01:13:34.500Z	0
2011-02-03T01:18:20.160Z	0
2011-02-03T01:23:12.398Z	0
2011-02-03T01:28:10.841Z	0
2011-02-03T01:33:19.549Z	0
2011-02-03T01:38:07.230Z	0
2011-02-03T01:43:17.060Z	0
2011-02-03T01:48:18.173Z	0
2011-02-03T01:53:06.888Z	0
2011-02-03T01:57:56.535Z	0
2011-02-03T02:03:06.386Z	0
2011-02-03T02:08:04.049Z	0
2011-02-03T02:12:59.543Z	0
2011-02-03T02:17:55.782Z	0
2011-02-03T02:23:08.939Z	0
2011-02-03T02:28:06.112Z	0
2011-02-03T02:33:04.479Z	0
2011-02-03T02:38:12.420Z	0
2011-02-03T02:43:23.508Z	0
2011-02-03T02:48:12.787Z	0
2011-02-03T02:53:02.520Z	0
2011-02-03T02:58:12.076Z	0
2011-02-03T03:03:12.721Z	0
2011-02-03T03:08:05.840Z	0
2011-02-03T03:12:54.802Z	0
2011-02-03T03:18:05.749Z	0
2011-02-03T03:23:08.526Z	0
2011-02-03T03:28:06.724Z	0
2011-02-03T03:33:13.932Z	0
2011-02-03T03:38:00.543Z	0
2011-02-03T03:43:12.536Z	0
2011-02-03T03:48:12.728Z	0
2011-02-03T03:53:16.109Z	0
2011-02-03T03:58:16.760Z	0
2011-02-03T04:03:30.136Z	0
2011-02-03T04:08:24.345Z	0
2011-02-03T04:13:30.577Z	0
2011-02-03T04:18:43.860Z	0
2011-02-03T04:23:29.864Z	0
2011-02-03T04:28:26.696Z	0
2011-02-03T04:33:36.808Z	0
2011-02-03T04:38:49.591Z	0
2011-02-03T04:43:48.396Z	0
2011-02-03T04:48:38.697Z	0
2011-02-03T04:53:47.740Z	0
2011-02-03T04:58:57.460Z	0
2011-02-03T05:04:07.808Z	0
2011-02-03T05:08:53.127Z	0
2011-02-03T05:13:51.218Z	0
2011-02-03T05:18:37.698Z	0
2011-02-03T05:23:23.861Z	0
2011-02-03T05:28:29.556Z	0
2011-02-03T05:33:20.247Z	0
2011-02-03T05:38:20.187Z	0
2011-02-03T05:43:33.618Z	0
2011-02-03T05:48:19.586Z	0
2011-02-03T05:53:26.112Z	0
2011-02-03T05:58:35.853Z	0
2011-02-03T06:03:37.024Z	0
2011-02-03T06:08:27.679Z	0
2011-02-03T06:13:14.484Z	0
2011-02-03T06:18:03.942Z	0
2011-02-03T06:23:12.427Z	0
2011-02-03T06:28:27.178Z	0
2011-02-03T06:33:35.703Z	0
2011-02-03T06:38:21.537Z	0
2011-02-03T06:43:32.909Z	0
2011-02-03T06:48:20.745Z	0
2011-02-03T06:53:17.810Z	0
2011-02-03T06:58:06.682Z	0
2011-02-03T07:02:55.840Z	0
2011-02-03T07:07:59.482Z	0
2011-02-03T07:13:11.531Z	0
2011-02-03T07:18:05.111Z	0
2011-02-03T07:23:03.111Z	0
2011-02-03T07:28:17.541Z	0
2011-02-03T07:33:11.572Z	0
2011-02-03T07:38:17.424Z	0
2011-02-03T07:43:26.461Z	0
2011-02-03T07:48:17.374Z	0
2011-02-03T07:53:15.971Z	0
2011-02-03T07:58:26.463Z	0
2011-02-03T08:03:25.111Z	0
2011-02-03T08:08:17.291Z	0
2011-02-03T08:13:10.280Z	0
2011-02-03T08:18:17.826Z	0
2011-02-03T08:23:27.593Z	0
2011-02-03T08:28:20.317Z	0
2011-02-03T08:33:13.215Z	0
2011-02-03T08:38:11.129Z	0
2011-02-03T08:43:03.701Z	0
2011-02-03T08:48:11.693Z	0
2011-02-03T08:53:06.443Z	0
2011-02-03T08:58:19.332Z	0
2011-02-03T09:03:17.257Z	0
2011-02-03T09:08:04.960Z	0
2011-02-03T09:12:59.511Z	1
2011-02-03T09:17:52.159Z	0
2011-02-03T09:22:40.280Z	1
2011-02-03T09:27:37.998Z	1
2011-02-03T09:32:51.569Z	1
2011-02-03T09:37:52.829Z	0
2011-02-03T09:42:55.804Z	0
2011-02-03T09:47:53.982Z	1
2011-02-03T09:53:05.271Z	0
2011-02-03T09:58:10.203Z	1
2011-02-03T10:03:24.539Z	0
2011-02-03T10:08:16.407Z	1
2011-02-03T10:13:11.160Z	1
2011-02-03T10:18:05.866Z	0
2011-02-03T10:23:05.980Z	0
2011-02-03T10:28:15.677Z	1
2011-02-03T10:33:09.767Z	0
2011-02-03T10:38:18.716Z	1
2011-02-03T10:43:19.545Z	0
2011-02-03T10:48:33.280Z	0
2011-02-03T10:53:28.629Z	0
2011-02-03T10:58:25.832Z	1
2011-02-03T11:03:31.202Z	1
2011-02-03T11:08:45.559Z	1
2011-02-03T11:13:49.637Z	0
2011-02-03T11:18:53.259Z	1
2011-02-03T11:23:43.251Z	0
2011-02-03T11:28:50.630Z	1
2011-02-03T11:33:44.495Z	0
2011-02-03T11:38:36.521Z	0
2011-02-03T11:43:41.307Z	1
2011-02-03T11:48:39.147Z	1
2011-02-03T11:53:28.303Z	1
2011-02-03T11:58:24.243Z	0
2011-02-03T12:03:11.009Z	0
2011-02-03T12:08:14.775Z	0
2011-02-03T12:13:13.448Z	0
2011-02-03T12:18:12.544Z	0
2011-02-03T12:23:06.039Z	0
2011-02-03T12:28:12.298Z	0
2011-02-03T12:32:59.913Z	1
2011-02-03T12:37:45.499Z	1
2011-02-03T12:43:00.181Z	1
2011-02-03T12:47:47.030Z	1
2011-02-03T12:52:36.694Z	0
2011-02-03T12:57:47.029Z	0
2011-02-03T13:02:36.501Z	0
2011-02-03T13:07:34.805Z	0
2011-02-03T13:12:38.365Z	1
2011-02-03T13:17:51.040Z	0
2011-02-03T13:22:45.273Z	1
2011-02-03T13:27:56.114Z	0
2011-02-03T13:32:50.162Z	1
2011-02-03T13:37:53.041Z	0
2011-02-03T13:42:47.434Z	1
2011-02-03T13:47:37.061Z	1
2011-02-03T13:52:32.943Z	0
2011-02-03T13:57:39.931Z	0
2011-02-03T14:02:48.503Z	0
2011-02-03T14:07:55.976Z	0
2011-02-03T14:12:50.003Z	1
2011-02-03T14:17:47.346Z	0
2011-02-03T14:22:59.817Z	0
2011-02-03T14:28:11.206Z	1
2011-02-03T14:33:19.274Z	0
2011-02-03T14:38:21.488Z	1
2011-02-03T14:43:19.690Z	0
2011-02-03T14:48:18.443Z	1
2011-02-03T14:53:28.598Z	1
2011-02-03T14:58:36.099Z	1
2011-02-03T15:03:43.402Z	0
2011-02-03T15:08:43.253Z	1
2011-02-03T15:13:37.942Z	0
2011-02-03T15:18:28.451Z	0
2011-02-03T15:23:19.470Z	0
2011-02-03T15:28:25.564Z	0
2011-02-03T15:33:19.672Z	0
2011-02-03T15:38:26.712Z	1
2011-02-03T15:43:30.806Z	0
2011-02-03T15:48:45.584Z	0
2011-02-03T15:53:35.568Z	0
2011-02-03T15:58:49.101Z	0
2011-02-03T16:03:35.618Z	1
2011-02-03T16:08:37.956Z	1
2011-02-03T16:13:28.383Z	0
2011-02-03T16:18:17.088Z	0
2011-02-03T16:23:25.223Z	1
2011-02-03T16:28:35.235Z	1
2011-02-03T16:33:21.187Z	0
2011-02-03T16:38:12.879Z	0
2011-02-03T16:43:26.085Z	0
2011-02-03T16:48:34.798Z	1
2011-02-03T16:53:35.483Z	0
2011-02-03T16:58:28.188Z	0
2011-02-03T17:03:33.437Z	1
2011-02-03T17:08:24.558Z	1
2011-02-03T17:13:20.801Z	0
2011-02-03T17:18:10.080Z	0
2011-02-03T17:23:21.333Z	0
2011-02-03T17:28:32.375Z	0
2011-02-03T17:33:23.991Z	0
2011-02-03T17:38:30.237Z	0
2011-02-03T17:43:24.178Z	0
2011-02-03T17:48:26.626Z	0
2011-02-03T17:53:32.625Z	0
2011-02-03T17:58:37.122Z	0
2011-02-03T18:03:46.937Z	0
2011-02-03T18:08:45.396Z	0
2011-02-03T18:13:39.061Z	0
2011-02-03T18:18:44.339Z	0
2011-02-03T18:23:32.590Z	0
2011-02-03T18:28:40.991Z	0
2011-02-03T18:33:50.609Z	0
2011-02-03T18:38:42.682Z	0
2011-02-03T18:43:36.138Z	0
2011-02-03T18:48:23.710Z	0
2011-02-03T18:53:21.114Z	0
2011-02-03T18:58:31.509Z	0
2011-02-03T19:03:22.119Z	0
2011-02-03T19:08:26.983Z	0
2011-02-03T19:13:33.622Z	0
2011-02-03T19:18:21.903Z	0
2011-02-03T19:23:34.452Z	0
2011-02-03T19:28:41.212Z	0
2011-02-03T19:33:45.393Z	0
2011-02-03T19:38:57.423Z	0
2011-02-03T19:44:05.464Z	0
2011-02-03T19:48:52.416Z	0
2011-02-03T19:53:44.369Z	0
2011-02-03T19:58:49.384Z	0
2011-02-03T20:03:55.593Z	0
2011-02-03T20:08:41.252Z	0
2011-02-03T20:13:54.723Z	0
2011-02-03T20:19:04.857Z	0
2011-02-03T20:24:19.317Z	0
2011-02-03T20:29:26.500Z	0
2011-02-03T20:34:17.844Z	0
2011-02-03T20:39:30.967Z	0
2011-02-03T20:44:40.924Z	0
2011-02-03T20:49:54.747Z	0
2011-02-03T20:54:44.126Z	0
2011-02-03T20:59:41.464Z	0
2011-02-03T21:04:36.473Z	0
2011-02-03T21:09:27.787Z	0
2011-02-03T21:14:21.671Z	0
