time	Voltage	Current	Power
2011-02-01T14:18:58.474Z	369.4889	335.0738	123.806
2011-02-01T14:24:10.159Z	381.9712	347.8192	132.8569
2011-02-01T14:29:05.352Z	392.2123	359.6724	141.0679
2011-02-01T14:33:56.381Z	403.3837	370.8245	149.5846
2011-02-01T14:39:00.803Z	416.0094	383.4696	159.527
2011-02-01T14:44:03.392Z	426.3165	395.6153	168.6573
2011-02-01T14:49:00.067Z	437.5234	407.2084	178.1632
2011-02-01T14:54:01.182Z	449.3368	420.0632	188.7499
2011-02-01T14:58:55.926Z	459.0266	430.8562	197.7745
2011-02-01T15:04:07.528Z	470.1519	443.0736	208.3119
2011-02-01T15:09:00.222Z	480.5891	453.3101	217.8559
2011-02-01T15:14:01.212Z	491.778	465.5499	228.9472
2011-02-01T15:18:55.330Z	500.5885	475.5812	238.0705
2011-02-01T15:23:42.640Z	511.2315	486.6212	248.7761
2011-02-01T15:28:47.761Z	520.669	496.9703	258.757
2011-02-01T15:33:53.342Z	531.3924	508.6835	270.3105
2011-02-01T15:38:56.354Z	540.4498	517.8203	279.8559
2011-02-01T15:44:09.288Z	550.2727	529.1992	291.2039
2011-02-01T15:49:12.460Z	560.5872	539.0405	302.1792
2011-02-01T15:54:17.941Z	569.1102	548.677	312.2577
2011-02-01T15:59:12.770Z	578.0984	558.0608	322.6141
2011-02-01T16:04:08.499Z	587.2234	567.2517	333.1035
2011-02-01T16:08:57.321Z	594.4444	576.0155	342.4092
2011-02-01T16:13:46.903Z	603.2369	585.2552	353.0475
2011-02-01T16:18:51.280Z	611.1798	594.2279	363.1801
2011-02-01T16:23:59.774Z	619.991	603.1899	373.9723
2011-02-01T16:29:02.835Z	627.0083	611.5057	383.4191
2011-02-01T16:34:16.709Z	635.4562	620.2809	394.1613
2011-02-01T16:39:05.933Z	643.0249	627.4778	403.4838
2011-02-01T16:44:18.758Z	650.8062	635.6333	413.6741
2011-02-01T16:49:03.850Z	656.9269	643.5263	422.7497
2011-02-01T16:54:02.352Z	663.9978	649.793	431.4611
2011-02-01T16:58:53.199Z	670.2729	657.6292	440.791
2011-02-01T17:03:55.589Z	676.9263	663.6571	449.2469
2011-02-01T17:08:43.651Z	681.8755	670.6647	457.3098
2011-02-01T17:13:49.027Z	687.9285	676.6802	465.5076
2011-02-01T17:19:03.217Z	694.6779	682.8577	474.3662
2011-02-01T17:23:57.384Z	699.8261	689.7616	482.7132
2011-02-01T17:29:11.213Z	706.1316	695.6533	491.2228
2011-02-01T17:34:21.639Z	710.8359	700.9744	498.2778
2011-02-01T17:39:28.885Z	715.7994	705.3155	504.8644
2011-02-01T17:44:32.310Z	720.2049	710.8425	511.9523
2011-02-01T17:49:40.176Z	725.3458	715.7304	519.152
2011-02-01T17:54:37.221Z	728.861	720.1107	524.8606
2011-02-01T17:59:22.624Z	733.428	724.3556	531.2627
2011-02-01T18:04:26.587Z	736.5094	728.4479	536.5087
2011-02-01T18:09:27.329Z	739.632	731.2944	540.8887
2011-02-01T18:14:16.899Z	743.32	734.5463	546.003
2011-02-01T18:19:11.747Z	746.4925	738.5607	551.33
2011-02-01T18:24:06.619Z	748.7072	740.7435	554.6
2011-02-01T18:29:20.123Z	752.1262	742.9379	558.7831
2011-02-01T18:34:11.154Z	754.2688	745.0858	561.995
2011-02-01T18:39:20.853Z	756.4097	747.4102	565.3483
2011-02-01T18:44:07.292Z	757.7993	749.7483	568.1587
2011-02-01T18:49:08.963Z	758.7719	751.0468	569.8732
2011-02-01T18:53:54.480Z	760.5907	752.9049	572.6525
2011-02-01T18:59:00.490Z	761.626	753.6284	573.983
2011-02-01T19:04:11.341Z	762.0268	754.6495	575.0631
2011-02-01T19:09:15.481Z	763.1185	754.31	575.6279
2011-02-01T19:14:12.466Z	762.8393	754.8907	575.8603
2011-02-01T19:18:58.016Z	763.8542	759.3682	580.0466
2011-02-01T19:23:45.387Z	772.1857	766.1877	591.6392
2011-02-01T19:28:38.110Z	780.9798	773.5024	604.0897
2011-02-01T19:33:35.691Z	790.5293	780.5084	617.0148
2011-02-01T19:38:26.948Z	799.6311	787.2676	629.5237
2011-02-01T19:43:14.239Z	808.0411	793.9181	641.5185
2011-02-01T19:48:09.086Z	817.3207	800.6785	654.4111
2011-02-01T19:53:23.507Z	826.654	807.3948	667.4361
2011-02-01T19:58:24.663Z	835.8242	814.2707	680.5872
2011-02-01T20:03:32.392Z	844.6378	821.047	693.4873
2011-02-01T20:08:44.631Z	853.0403	828.112	706.4129
2011-02-01T20:13:33.303Z	860.824	834.1555	718.0611
2011-02-01T20:18:44.683Z	869.7325	840.8962	731.3548
2011-02-01T20:23:52.920Z	877.719	846.8958	743.3365
2011-02-01T20:29:04.436Z	885.0696	853.5852	755.4823
2011-02-01T20:34:17.524Z	892.6544	859.6866	767.403
2011-02-01T20:39:19.655Z	899.6793	865.3012	778.4936
2011-02-01T20:44:10.390Z	906.4139	870.0134	788.5922
2011-02-01T20:49:17.490Z	912.6952	875.5364	799.0979
2011-02-01T20:54:15.950Z	918.637	880.3201	808.6946
2011-02-01T20:59:24.540Z	924.4727	885.5522	818.6688
2011-02-01T21:04:30.573Z	929.9413	890.3121	827.938
2011-02-01T21:09:19.973Z	934.6068	894.0715	835.6053
2011-02-01T21:14:20.845Z	939.5369	898.1925	843.885
2011-02-01T21:19:15.610Z	943.0971	902.2933	850.9502
2011-02-01T21:24:19.563Z	946.4067	906.2701	857.7001
2011-02-01T21:29:30.960Z	950.2994	909.4156	864.2171
2011-02-01T21:34:29.233Z	952.9523	912.5786	869.6439
2011-02-01T21:39:16.475Z	955.4163	915.3044	874.4967
2011-02-01T21:44:09.803Z	957.1034	917.7873	878.4173
2011-02-01T21:49:05.469Z	958.4673	919.8358	881.6325
2011-02-01T21:54:09.868Z	959.5688	922.0584	884.7785
2011-02-01T21:59:08.164Z	960.8061	923.299	887.1113
2011-02-01T22:03:54.460Z	960.8808	924.7617	888.5858
2011-02-01T22:08:46.975Z	960.0852	926.1759	889.2078
2011-02-01T22:14:01.498Z	959.3142	926.9609	889.2468
2011-02-01T22:18:55.505Z	958.821	927.317	889.131
2011-02-01T22:24:05.798Z	957.2061	928.0958	888.379
2011-02-01T22:29:01.669Z	954.6186	927.7929	885.6884
2011-02-01T22:33:53.422Z	952.0394	927.7038	883.2106
2011-02-01T22:38:59.258Z	948.6899	927.6527	880.0547
2011-02-01T22:44:03.027Z	945.3726	927.4787	876.813
2011-02-01T22:49:16.216Z	940.5199	927.2303	872.0785
2011-02-01T22:54:15.636Z	936.4958	926.9581	868.0924
2011-02-01T22:59:16.097Z	931.1759	926.5976	862.8254
2011-02-01T23:04:12.083Z	926.3007	926.2162	857.9547
2011-02-01T23:09:07.289Z	920.5532	925.7602	852.2115
2011-02-01T23:13:55.020Z	914.1827	925.2721	845.8677
2011-02-01T23:19:02.245Z	908.1689	924.7585	839.8369
2011-02-01T23:23:57.788Z	901.4091	924.1374	833.0259
2011-02-01T23:29:05.289Z	893.3868	923.4252	824.9759
2011-02-01T23:33:56.045Z	885.9602	922.7724	817.5396
2011-02-01T23:38:47.592Z	878.9641	922.093	810.4866
2011-02-01T23:44:00.973Z	869.8189	921.2958	801.3605
2011-02-01T23:49:03.927Z	861.9507	920.4832	793.4111
2011-02-01T23:54:10.439Z	852.825	919.6065	784.2634
2011-02-01T23:59:18.114Z	842.9982	918.8023	774.5487
2011-02-02T00:04:21.460Z	834.3506	917.8326	765.7942
2011-02-02T00:09:14.505Z	824.7859	916.9788	756.3112
2011-02-02T00:14:15.118Z	814.9987	915.9563	746.5032
2011-02-02T00:19:27.557Z	804.6587	914.9945	736.2583
2011-02-02T00:24:36.527Z	794.915	913.9019	726.4743
2011-02-02T00:29:34.599Z	784.0938	912.9166	715.8122
2011-02-02T00:34:31.472Z	774.2037	911.9258	706.0163
2011-02-02T00:39:28.355Z	764.5723	910.9008	696.4495
2011-02-02T00:44:17.132Z	754.1027	909.8289	686.1044
2011-02-02T00:49:24.862Z	743.9415	908.7682	676.0704
2011-02-02T00:54:12.984Z	740.0594	907.8402	671.8557
2011-02-02T00:59:18.090Z	739.7223	908.3238	671.9074
2011-02-02T01:04:13.323Z	739.7618	906.8161	670.8279
2011-02-02T01:09:05.572Z	738.6083	905.2874	668.6528
2011-02-02T01:14:11.209Z	737.6191	904.2571	666.9973
2011-02-02T01:19:06.478Z	736.972	902.8734	665.3924
2011-02-02T01:24:00.414Z	735.4381	900.2524	662.0799
2011-02-02T01:28:55.610Z	733.0336	897.4138	657.8345
2011-02-02T01:34:08.188Z	731.4919	894.3894	654.2386
2011-02-02T01:39:03.279Z	729.1838	890.4468	649.2994
2011-02-02T01:43:57.141Z	726.4639	887.1673	644.495
2011-02-02T01:48:45.302Z	723.6443	883.9352	639.6547
2011-02-02T01:53:33.115Z	721.1089	878.3474	633.3841
2011-02-02T01:58:33.130Z	717.4988	874.0393	627.1221
2011-02-02T02:03:28.239Z	714.1276	868.7419	620.3926
2011-02-02T02:08:41.049Z	710.3821	863.1224	613.1467
2011-02-02T02:13:37.472Z	707.0211	856.0542	605.2484
2011-02-02T02:18:35.100Z	702.4869	849.8867	597.0343
2011-02-02T02:23:27.737Z	698.3511	842.8003	588.5705
2011-02-02T02:28:29.945Z	694.1333	836.2609	580.4765
2011-02-02T02:33:33.952Z	688.7275	827.7829	570.1168
2011-02-02T02:38:48.425Z	683.6054	818.9729	559.8543
2011-02-02T02:43:33.582Z	678.7348	811.7263	550.9469
2011-02-02T02:48:23.919Z	673.8989	802.8519	541.041
2011-02-02T02:53:25.815Z	668.0434	793.9623	530.4013
2011-02-02T02:58:29.595Z	662.0609	785.3528	519.9514
2011-02-02T03:03:32.411Z	656.0012	774.2199	507.8892
2011-02-02T03:08:35.483Z	649.7974	763.715	496.26
2011-02-02T03:13:32.809Z	643.8873	754.1903	485.6136
2011-02-02T03:18:33.336Z	637.1677	743.4819	473.7227
2011-02-02T03:23:40.619Z	630.2818	731.651	461.1463
2011-02-02T03:28:52.962Z	623.253	719.9106	448.6864
2011-02-02T03:34:07.734Z	615.9178	707.8933	436.0041
2011-02-02T03:38:55.078Z	609.2693	696.766	424.5181
2011-02-02T03:43:46.768Z	601.5464	684.5205	411.7708
2011-02-02T03:48:43.508Z	594.8089	671.7855	399.584
2011-02-02T03:53:39.329Z	587.296	660.0138	387.6235
2011-02-02T03:58:27.664Z	579.589	646.8821	374.9257
2011-02-02T04:03:16.498Z	572.1601	633.6103	362.5265
2011-02-02T04:08:15.787Z	563.8728	619.6774	349.4192
2011-02-02T04:13:29.043Z	555.9332	605.9296	336.8564
2011-02-02T04:18:35.540Z	547.5493	591.316	323.7747
2011-02-02T04:23:39.091Z	538.944	577.5308	311.2568
2011-02-02T04:28:31.825Z	530.2891	561.7184	297.8731
2011-02-02T04:33:30.626Z	522.5387	547.7872	286.24
2011-02-02T04:38:44.703Z	513.3409	531.9348	273.0639
2011-02-02T04:43:32.399Z	504.6995	518.159	261.5146
2011-02-02T04:48:34.792Z	496.0263	502.5383	249.2722
2011-02-02T04:53:39.620Z	487.5615	486.6502	237.2719
2011-02-02T04:58:32.944Z	478.4842	471.1858	225.455
2011-02-02T05:03:21.169Z	470.6402	455.567	214.4081
2011-02-02T05:08:32.480Z	461.3062	439.557	202.7704
2011-02-02T05:13:42.063Z	451.8464	422.604	190.9521
2011-02-02T05:18:37.844Z	443.462	406.8662	180.4297
2011-02-02T05:23:29.528Z	434.5177	389.8126	169.3805
2011-02-02T05:28:16.095Z	425.5401	375.0447	159.5966
2011-02-02T05:33:17.513Z	419.8874	357.554	150.1324
2011-02-02T05:38:23.881Z	419.454	340.5106	142.8285
2011-02-02T05:43:23.191Z	419.7156	324.1438	136.0482
2011-02-02T05:48:25.246Z	418.7144	306.1635	128.1951
2011-02-02T05:53:10.462Z	418.7675	289.6258	121.2859
2011-02-02T05:58:07.583Z	417.579	272.7291	113.8859
2011-02-02T06:03:04.448Z	416.9003	256.5334	106.9489
2011-02-02T06:08:11.138Z	416.1159	239.0932	99.49048
2011-02-02T06:13:10.202Z	415.3012	221.8716	92.14354
2011-02-02T06:18:19.807Z	413.4545	204.9082	84.72022
2011-02-02T06:23:17.608Z	412.3033	186.5866	76.93027
2011-02-02T06:28:05.094Z	410.6923	185.0603	76.00284
2011-02-02T06:32:53.246Z	409.7979	184.9663	75.7988
2011-02-02T06:37:54.601Z	407.4798	184.9713	75.37207
2011-02-02T06:42:58.029Z	405.8462	184.7301	74.97201
2011-02-02T06:47:44.341Z	403.5609	184.2217	74.34468
2011-02-02T06:52:56.551Z	401.7205	183.972	73.90532
2011-02-02T06:58:02.416Z	399.3082	183.4169	73.23987
2011-02-02T07:02:49.622Z	397.1063	183.0015	72.67105
2011-02-02T07:07:34.871Z	394.7876	182.4002	72.00934
2011-02-02T07:12:31.722Z	391.8812	181.8242	71.25349
2011-02-02T07:17:17.447Z	389.692	181.4492	70.7093
2011-02-02T07:22:31.202Z	386.5191	180.6077	69.80833
2011-02-02T07:27:30.478Z	383.1846	179.5861	68.81463
2011-02-02T07:32:35.383Z	380.259	178.7875	67.98556
2011-02-02T07:37:29.364Z	377.1728	177.994	67.1345
2011-02-02T07:42:42.812Z	373.527	176.8109	66.04365
2011-02-02T07:47:39.725Z	370.2107	175.8997	65.11995
2011-02-02T07:52:32.185Z	366.6866	174.8018	64.09748
2011-02-02T07:57:20.368Z	362.66	173.6243	62.96659
2011-02-02T08:02:30.283Z	414.3308	190.6314	78.98446
2011-02-02T08:07:24.563Z	409.5843	187.9921	76.99861
2011-02-02T08:12:12.526Z	404.1023	185.5775	74.99229
2011-02-02T08:17:21.469Z	398.3363	182.3697	72.64447
2011-02-02T08:22:07.747Z	391.921	179.6684	70.41582
2011-02-02T08:26:54.412Z	386.1336	176.8228	68.27722
2011-02-02T08:31:55.924Z	380.237	173.882	66.11637
2011-02-02T08:37:10.238Z	372.701	170.6708	63.60918
2011-02-02T08:42:17.616Z	365.4914	167.5792	61.24876
2011-02-02T08:47:24.528Z	358.8191	163.8791	58.80295
2011-02-02T08:52:17.777Z	350.8237	160.9359	56.46013
2011-02-02T08:57:22.593Z	344.0169	157.5444	54.19794
2011-02-02T09:02:15.088Z	336.0166	154.3336	51.85865
2011-02-02T09:07:27.028Z	328.0821	150.3387	49.32344
2011-02-02T09:12:19.046Z	320.5088	146.8978	47.08204
2011-02-02T09:17:13.280Z	312.2802	143.4976	44.81146
2011-02-02T09:22:14.563Z	303.8164	139.6556	42.42966
2011-02-02T09:27:09.739Z	295.6257	136.2121	40.2678
2011-02-02T09:32:04.623Z	286.3902	132.2921	37.88716
2011-02-02T09:37:07.645Z	278.1897	128.6882	35.79973
2011-02-02T09:42:10.338Z	268.3492	124.7336	33.47216
2011-02-02T09:47:08.711Z	260.1601	120.5994	31.37515
2011-02-02T09:52:22.242Z	250.4554	116.4358	29.16197
2011-02-02T09:57:28.384Z	240.405	112.2585	26.9875
2011-02-02T10:02:21.955Z	230.7715	108.6419	25.07145
2011-02-02T10:07:28.195Z	221.6361	104.1227	23.07735
2011-02-02T10:12:42.107Z	210.9394	99.82799	21.05766
2011-02-02T10:17:50.770Z	200.2739	95.74743	19.17571
2011-02-02T10:22:58.803Z	190.0601	91.18857	17.33131
2011-02-02T10:28:09.708Z	179.768	87.00021	15.63985
2011-02-02T10:33:24.060Z	168.4639	82.11303	13.83308
2011-02-02T10:38:28.923Z	157.9694	77.64659	12.26579
2011-02-02T10:43:15.277Z	148.0926	73.88103	10.94123
2011-02-02T10:48:04.907Z	138.0469	69.5845	9.605925
2011-02-02T10:53:15.697Z	127.8429	64.76749	8.280064
2011-02-02T10:58:20.869Z	116.1432	60.45165	7.021048
2011-02-02T11:03:20.594Z	105.6394	55.66234	5.880136
2011-02-02T11:08:21.522Z	94.43443	51.37648	4.851709
2011-02-02T11:13:30.755Z	83.83323	46.56389	3.903601
2011-02-02T11:18:42.800Z	72.73292	41.68356	3.031767
2011-02-02T11:23:54.197Z	60.9159	36.9255	2.24935
2011-02-02T11:28:39.958Z	50.11833	32.89274	1.648529
2011-02-02T11:33:39.978Z	39.13655	27.97754	1.094944
2011-02-02T11:38:48.277Z	28.3448	23.27709	0.659784
2011-02-02T11:43:57.078Z	17.20325	18.4721	0.31778
2011-02-02T11:48:46.992Z	5.782101	14.2307	0.082283
2011-02-02T11:53:40.300Z	3.673629	9.527655	0.035001
2011-02-02T11:58:33.491Z	17.50792	4.761989	0.083373
2011-02-02T12:03:41.148Z	31.99753	0	0
2011-02-02T12:08:44.124Z	46.86798	2.680438	0.125627
2011-02-02T12:13:48.773Z	61.03702	19.56141	1.19397
2011-02-02T12:18:58.110Z	74.23405	35.72772	2.652213
2011-02-02T12:23:46.490Z	87.66621	52.25765	4.58123
2011-02-02T12:28:44.739Z	102.168	66.92696	6.837794
2011-02-02T12:33:39.710Z	115.2355	83.48459	9.620388
2011-02-02T12:38:48.159Z	130.0743	99.6924	12.96742
2011-02-02T12:43:52.033Z	144.443	116.409	16.81447
2011-02-02T12:48:52.675Z	157.1208	132.7564	20.85879
2011-02-02T12:53:57.288Z	171.5098	148.617	25.48927
2011-02-02T12:58:44.477Z	184.7054	163.6692	30.23059
2011-02-02T13:03:59.389Z	198.6073	180.2765	35.80423
2011-02-02T13:08:49.890Z	211.845	195.9956	41.52069
2011-02-02T13:13:35.983Z	224.7046	211.4833	47.52127
2011-02-02T13:18:42.621Z	238.7822	226.7753	54.14991
2011-02-02T13:23:35.176Z	251.4005	243.0279	61.09734
2011-02-02T13:28:22.430Z	264.1526	257.0163	67.89152
2011-02-02T13:33:31.810Z	276.9187	273.6026	75.76568
2011-02-02T13:38:22.580Z	289.6972	287.9164	83.40857
2011-02-02T13:43:22.850Z	301.8136	303.506	91.60224
2011-02-02T13:48:13.394Z	314.0803	318.391	100.0003
2011-02-02T13:52:58.563Z	326.6886	332.6596	108.6761
2011-02-02T13:57:51.097Z	338.6349	346.8887	117.4686
2011-02-02T14:03:05.420Z	352.2598	360.9959	127.1643
2011-02-02T14:08:08.245Z	364.3461	375.9554	136.9779
2011-02-02T14:13:00.457Z	375.8662	390.3987	146.7377
2011-02-02T14:17:54.064Z	388.0975	404.9579	157.1631
2011-02-02T14:22:52.786Z	399.6589	417.7564	166.9601
2011-02-02T14:27:42.774Z	411.4134	431.1881	177.3966
2011-02-02T14:32:50.741Z	422.8072	446.3431	188.7171
2011-02-02T14:38:05.350Z	434.55	460.3985	200.0662
2011-02-02T14:43:19.467Z	446.8224	473.5684	211.601
2011-02-02T14:48:33.223Z	458.8128	488.1411	223.9654
2011-02-02T14:53:47.384Z	469.7706	501.1819	235.4405
2011-02-02T14:58:55.019Z	481.127	515.0935	247.8254
2011-02-02T15:03:48.446Z	491.5175	527.2624	259.1587
2011-02-02T15:08:45.410Z	500.757	539.6353	270.2262
2011-02-02T15:13:56.116Z	511.6838	552.3695	282.6385
2011-02-02T15:19:06.712Z	521.6746	564.2734	294.3671
2011-02-02T15:24:14.739Z	531.9546	577.3526	307.1254
2011-02-02T15:29:29.175Z	542.8199	588.8552	319.6423
2011-02-02T15:34:41.943Z	551.6625	601.6365	331.9003
2011-02-02T15:39:47.203Z	561.5654	611.3805	343.3301
2011-02-02T15:44:36.598Z	570.6028	622.4402	355.1661
2011-02-02T15:49:26.099Z	579.1803	632.6791	366.4353
2011-02-02T15:54:38.233Z	588.1774	643.604	378.5533
2011-02-02T15:59:29.721Z	595.0764	653.6963	388.9992
2011-02-02T16:04:33.000Z	604.5582	663.166	400.9224
2011-02-02T16:09:20.433Z	612.0287	673.3424	412.1049
2011-02-02T16:14:10.540Z	619.6676	682.6928	423.0426
2011-02-02T16:19:08.401Z	626.548	690.7194	432.7689
2011-02-02T16:24:03.651Z	634.2462	699.5419	443.6818
2011-02-02T16:29:01.992Z	641.275	707.9946	454.0192
2011-02-02T16:33:47.831Z	647.7787	715.7198	463.628
2011-02-02T16:38:39.208Z	653.2436	723.8421	472.8452
2011-02-02T16:43:47.469Z	660.1969	732.7299	483.746
2011-02-02T16:48:48.899Z	665.7308	739.6724	492.4227
2011-02-02T16:54:00.693Z	672.0884	747.3583	502.2908
2011-02-02T16:59:04.117Z	677.5444	754.6632	511.3178
2011-02-02T17:04:05.600Z	683.113	760.5224	519.5227
2011-02-02T17:08:53.378Z	689.0462	766.6642	528.2671
2011-02-02T17:13:50.211Z	693.3533	772.8835	535.8813
2011-02-02T17:18:40.145Z	697.5497	778.0209	542.7082
2011-02-02T17:23:45.583Z	702.576	784.375	551.0831
2011-02-02T17:28:37.551Z	707.1483	789.2194	558.0952
2011-02-02T17:33:38.715Z	710.0844	795.0484	564.5515
2011-02-02T17:38:33.693Z	713.7469	798.8811	570.1989
2011-02-02T17:43:42.672Z	717.1703	803.5202	576.2608
2011-02-02T17:48:56.383Z	721.3846	808.243	583.0541
2011-02-02T17:53:55.555Z	723.2917	811.1894	586.7266
2011-02-02T17:58:48.876Z	726.151	814.4763	591.4328
2011-02-02T18:03:45.694Z	729.1333	818.0754	596.486
2011-02-02T18:08:40.259Z	730.2432	820.0864	598.8625
2011-02-02T18:13:33.096Z	732.7749	822.7794	602.9121
2011-02-02T18:18:45.280Z	734.0989	824.9241	605.5759
2011-02-02T18:23:32.137Z	734.9724	826.8996	607.7484
2011-02-02T18:28:26.717Z	736.6249	828.0717	609.9782
2011-02-02T18:33:37.796Z	737.5462	829.7056	611.9462
2011-02-02T18:38:35.463Z	737.7005	829.8139	612.1541
2011-02-02T18:43:44.820Z	738.264	831.164	613.6185
2011-02-02T18:48:36.013Z	744.2382	830.6107	618.1722
2011-02-02T18:53:47.411Z	756.6334	835.3421	632.0477
2011-02-02T18:58:46.987Z	767.8033	840.5627	645.3868
2011-02-02T19:03:33.197Z	778.6577	845.5102	658.363
2011-02-02T19:08:44.120Z	789.4055	850.8805	671.6897
2011-02-02T19:13:55.771Z	801.8388	856.5268	686.7964
2011-02-02T19:19:05.432Z	812.9923	861.8749	700.6977
2011-02-02T19:24:11.773Z	823.8092	867.104	714.3283
2011-02-02T19:29:02.117Z	834.4706	871.9069	727.5807
2011-02-02T19:33:52.311Z	843.977	876.9352	740.1131
2011-02-02T19:38:57.550Z	854.8497	882.1899	754.1398
2011-02-02T19:44:03.153Z	865.2637	886.8185	767.3319
2011-02-02T19:49:17.301Z	874.8015	891.9704	780.297
2011-02-02T19:54:13.410Z	884.8554	896.2486	793.0504
2011-02-02T19:59:06.889Z	893.3748	900.9445	804.8811
2011-02-02T20:04:03.986Z	902.931	905.1809	817.3159
2011-02-02T20:09:00.948Z	911.5902	909.4201	829.0185
2011-02-02T20:14:12.252Z	920.3233	913.8828	841.0676
2011-02-02T20:19:15.692Z	927.6925	917.4819	851.1411
2011-02-02T20:24:01.116Z	935.1399	921.5383	861.7672
2011-02-02T20:29:07.865Z	942.3865	925.2414	871.935
2011-02-02T20:34:14.134Z	949.7887	928.6891	882.0584
